Ê±¼ä,H2,CH4,C2H6,C2H4,C2H2,CO,CO2,O2,N2,×ÜÌþ
2015-10-28 03:37:55,17.9,0.0,0.0,0.8,0.8,188.9,496.4,2298.3,,1.6
2015-10-28 15:37:55,17.9,0.0,0.0,0.8,0.8,188.9,496.4,2298.3,,1.6
2015-10-29 07:37:45,17.2,0.0,0.0,0.6,1.0,187.0,497.2,2304.6,,1.6
2015-10-29 11:37:40,17.7,0.0,0.0,0.6,0.8,188.6,494.5,2304.2,,1.4
2015-10-29 15:37:41,17.0,0.0,0.0,0.7,0.6,188.4,495.3,2307.8,,1.3
2015-10-30 03:37:42,18.1,0.0,0.0,0.8,0.5,190.7,496.2,2318.5,,1.3
2015-10-30 15:37:32,18.6,0.0,0.0,0.8,1.0,188.9,494.0,2308.0,,1.8
2015-10-30 19:37:27,19.8,0.0,0.0,0.9,0.0,188.5,494.4,2308.4,,0.9
2015-10-30 23:37:39,16.4,0.0,0.0,0.6,0.8,186.5,491.4,2308.2,,1.4
2015-10-31 03:37:36,17.6,0.0,0.0,0.3,0.6,190.7,495.8,2336.2,,0.9
2015-10-31 07:37:32,17.6,0.0,0.0,0.6,0.9,189.0,493.5,2328.3,,1.5
2015-10-31 11:37:30,17.1,0.0,0.0,0.5,0.9,188.5,494.3,2328.6,,1.4
2015-11-01 15:37:29,17.5,0.0,0.0,0.5,1.0,187.9,494.6,2331.4,,1.5
2015-11-02 07:37:27,17.4,0.0,0.0,0.5,0.9,189.6,492.1,2345.0,,1.4
2015-11-02 11:37:15,16.9,0.0,0.0,0.6,0.8,189.3,492.4,2339.0,,1.4
2015-11-02 15:37:17,17.2,0.0,0.0,0.9,0.9,189.7,494.0,2334.1,,1.8
2015-11-02 23:37:15,17.3,0.0,0.0,0.6,0.9,190.3,495.8,2349.2,,1.5
2015-11-03 19:37:13,17.0,0.0,0.0,0.5,0.7,191.8,494.6,2351.6,,1.2
2015-11-03 23:37:07,17.0,0.0,0.0,0.7,1.0,190.0,494.1,2350.7,,1.7
2015-11-04 19:37:11,17.3,0.0,0.0,0.9,1.0,188.4,490.6,2337.5,,1.9
2015-11-04 23:37:07,17.6,0.0,0.0,0.7,0.8,189.8,494.8,2350.5,,1.5
2015-11-05 15:37:09,17.1,0.0,0.0,0.6,0.7,191.6,495.2,2365.3,,1.3
2015-11-05 23:37:00,16.7,0.0,0.0,0.6,0.8,191.4,492.1,2373.4,,1.4
2015-11-06 03:37:00,17.4,0.0,0.0,0.7,0.9,191.5,494.8,2390.8,,1.6
2015-11-06 19:36:55,17.4,0.0,0.0,0.5,0.8,193.3,492.8,2397.8,,1.3
2015-11-07 19:36:51,16.1,0.0,0.0,0.5,1.0,191.2,488.9,2391.2,,1.5
2015-11-07 23:36:53,15.9,0.0,0.0,0.6,0.8,192.9,487.6,2390.2,,1.4
2015-11-08 03:36:49,17.4,0.0,0.0,0.8,0.6,192.1,487.2,2393.6,,1.4
2015-11-08 07:36:54,17.5,0.0,0.0,0.5,0.7,193.6,488.6,2405.5,,1.2
2015-11-08 15:36:59,15.5,0.0,0.0,0.6,0.9,191.3,486.0,2391.5,,1.5
2015-11-08 19:36:57,17.2,0.0,0.0,0.4,1.0,192.8,486.8,2390.4,,1.4
2015-11-08 23:36:57,17.0,0.0,0.0,0.5,0.9,192.1,485.0,2389.2,,1.4
2015-11-09 11:36:48,17.0,0.0,0.0,0.6,1.1,191.4,485.2,2392.1,,1.7
2015-11-09 15:36:51,17.0,0.0,0.0,0.7,0.5,190.5,485.3,2389.1,,1.2
2015-11-09 19:36:48,17.1,0.0,0.0,0.6,0.7,191.7,485.8,2392.3,,1.3
2015-11-10 11:36:44,16.1,0.0,0.0,1.1,0.7,192.0,482.5,2395.2,,1.8
2015-11-10 23:36:41,17.7,0.0,0.0,0.6,1.2,191.0,483.2,2396.0,,1.8
2015-11-11 03:36:44,16.8,0.0,0.0,1.0,1.0,191.8,483.4,2407.9,,2.0
2015-11-11 07:36:39,17.6,0.0,0.0,0.6,1.0,192.2,481.5,2402.3,,1.6
2015-11-11 11:36:45,16.7,0.0,0.0,0.6,1.1,191.3,482.9,2397.7,,1.7
2015-11-12 15:36:37,16.8,0.0,0.0,0.7,0.9,191.1,482.9,2401.5,,1.6
2015-11-12 23:36:44,17.9,0.0,0.0,0.8,0.9,191.3,483.0,2390.9,,1.7
2015-11-13 11:36:31,17.1,0.0,0.0,0.7,0.8,191.7,486.8,2396.2,,1.5
2015-11-14 11:36:36,16.9,0.0,0.0,0.8,0.6,191.9,497.2,2399.3,,1.4
2015-11-14 23:36:30,16.8,0.0,0.0,0.9,0.7,191.8,505.4,2391.1,,1.6
2015-11-15 03:36:27,17.2,0.0,0.0,0.8,1.3,193.1,507.2,2409.3,,2.1
2015-11-15 07:36:30,17.0,0.0,0.0,0.7,0.9,194.7,510.2,2418.0,,1.6
2015-11-15 19:36:21,16.7,0.0,0.0,0.8,0.7,191.1,505.9,2374.9,,1.5
2015-11-15 23:36:19,16.5,0.0,0.0,0.7,0.9,191.5,511.2,2394.4,,1.6
2015-11-16 03:36:28,16.4,0.0,0.0,0.8,1.3,194.3,514.0,2417.0,,2.1
2015-11-16 11:36:20,16.8,0.0,0.0,0.7,0.8,193.0,513.1,2395.1,,1.5
2015-11-17 03:36:20,17.4,0.0,0.0,0.8,0.4,193.5,519.2,2412.7,,1.2
2015-11-17 15:36:08,17.0,0.0,0.0,0.5,0.6,192.7,515.7,2392.8,,1.1
2015-11-17 19:36:20,17.1,0.0,0.0,0.6,0.8,192.9,519.9,2402.0,,1.4
2015-11-18 03:36:15,16.3,0.0,0.0,0.9,0.5,194.7,522.9,2423.7,,1.4
2015-11-18 11:36:01,17.1,0.0,0.0,0.5,0.9,195.6,521.4,2415.4,,1.4
2015-11-20 11:35:53,16.6,0.0,0.0,0.8,0.0,194.6,527.7,2418.9,,0.8
2015-11-21 23:35:49,15.9,0.0,0.0,0.6,0.5,196.8,529.7,2422.5,,1.1
2015-11-22 07:35:54,16.8,0.0,0.0,0.6,1.0,198.8,530.8,2438.9,,1.6
2015-11-22 19:35:45,17.7,0.0,0.0,1.1,0.5,197.3,530.9,2437.0,,1.6
2015-11-23 07:35:54,16.5,0.0,0.0,0.9,1.3,198.8,530.8,2453.0,,2.2
2015-11-23 11:35:41,16.6,0.0,0.0,0.5,0.0,198.0,529.9,2450.9,,0.5
2015-11-23 15:35:52,15.2,0.0,0.0,0.8,0.5,199.1,528.6,2457.1,,1.3
2015-11-24 15:35:51,17.3,0.0,0.0,0.7,0.7,199.0,524.3,2450.3,,1.4
2015-11-24 19:35:38,16.4,0.0,0.0,0.8,1.0,198.0,523.5,2439.0,,1.8
2015-11-25 03:35:50,15.3,0.0,0.0,0.6,0.7,198.6,522.1,2452.0,,1.3
2015-11-25 11:35:46,15.8,0.0,0.0,0.9,0.8,199.6,523.0,2460.3,,1.7
2015-11-25 15:35:33,16.4,0.0,0.0,1.0,1.0,198.2,522.9,2448.8,,2.0
2015-11-25 23:35:53,14.7,0.0,0.0,0.8,1.3,198.8,524.7,2458.9,,2.1
2015-11-26 07:35:42,15.8,0.0,0.0,0.8,0.9,198.2,519.7,2455.1,,1.7
2015-11-26 11:35:51,15.4,0.0,0.0,0.7,0.7,200.4,521.4,2463.2,,1.4
2015-11-26 19:35:51,16.0,0.0,0.0,0.6,0.5,199.9,523.8,2458.9,,1.1
2015-11-27 03:35:46,15.7,0.0,0.0,0.6,0.8,200.2,518.7,2467.9,,1.4
2015-11-27 07:35:29,15.6,0.0,0.0,0.4,0.8,200.3,517.9,2469.0,,1.2
2015-11-27 11:35:36,15.6,0.0,0.0,1.2,1.1,200.3,519.1,2461.4,,2.3
