Ê±¼ä,H2,CH4,C2H6,C2H4,C2H2,CO,CO2,O2,N2,×ÜÌþ
2015-10-28 03:00:00,1.1,2.4,2.1,0.8,0.0,180.6,495.3,770.3,0.0,5.3
2015-10-28 15:00:00,1.1,2.4,2.1,0.8,0.0,180.6,495.3,770.3,0.0,5.3
2015-10-28 19:00:00,1.1,2.3,1.3,0.9,0.0,181.0,502.5,758.0,0.0,4.5
2015-10-28 23:00:00,1.0,2.4,1.5,0.6,0.0,180.9,499.1,778.5,0.0,4.5
2015-10-29 03:00:00,1.0,1.9,1.9,0.9,0.0,180.6,494.7,766.0,0.0,4.7
2015-10-29 07:00:00,1.1,2.2,1.9,0.8,0.0,180.8,491.3,759.3,0.0,4.9
2015-10-29 11:00:00,1.1,2.7,1.9,0.8,0.0,181.1,496.1,769.6,0.0,5.4
2015-10-29 15:00:00,1.0,2.3,1.7,0.7,0.0,180.0,492.8,765.5,0.0,4.7
2015-10-29 19:00:00,1.0,3.1,1.4,0.9,0.0,180.3,493.6,767.7,0.0,5.4
2015-10-29 23:00:00,1.0,1.9,2.0,1.0,0.0,179.8,491.6,762.4,0.0,4.9
2015-10-30 03:00:00,1.0,2.7,1.4,1.0,0.0,179.7,486.5,774.6,0.0,5.1
2015-10-30 07:00:00,1.0,2.0,1.6,0.9,0.0,179.5,493.0,780.6,0.0,4.5
2015-10-30 11:00:00,1.0,2.3,2.1,0.9,0.0,179.5,487.6,752.4,0.0,5.3
2015-10-30 15:00:00,0.9,2.2,2.2,0.8,0.0,178.7,479.8,772.8,0.0,5.2
2015-10-30 19:00:00,1.0,2.8,1.5,0.9,0.0,178.5,485.5,767.6,0.0,5.2
2015-10-30 23:00:00,1.0,2.3,1.3,1.0,0.0,179.3,492.9,775.6,0.0,4.6
2015-10-31 03:00:00,1.0,2.4,1.6,0.9,0.0,183.6,485.1,767.1,0.0,4.9
2015-10-31 07:00:00,1.0,2.2,1.7,0.7,0.0,179.5,489.7,771.1,0.0,4.6
2015-10-31 11:00:00,1.1,2.8,1.8,0.9,0.0,179.4,494.4,745.7,0.0,5.5
2015-10-31 15:00:00,1.0,2.4,2.0,0.8,0.0,178.7,488.6,785.8,0.0,5.2
2015-10-31 19:00:00,1.1,1.4,2.2,1.0,0.0,179.8,488.9,764.4,0.0,4.6
2015-10-31 23:00:00,1.1,2.4,2.4,1.1,0.0,183.3,494.8,754.9,0.0,5.9
2015-11-01 03:00:00,1.1,2.9,1.7,1.0,0.0,179.8,489.9,777.4,0.0,5.6
2015-11-01 07:00:00,1.0,2.0,2.0,0.8,0.0,180.6,484.0,750.4,0.0,4.8
2015-11-01 11:00:00,1.1,1.8,2.1,0.9,0.0,179.6,480.6,756.5,0.0,4.8
2015-11-01 15:00:00,1.0,2.0,1.8,1.0,0.0,180.2,483.0,757.9,0.0,4.8
2015-11-01 19:00:00,1.0,2.1,2.3,0.9,0.0,179.9,490.0,770.9,0.0,5.3
2015-11-01 23:00:00,1.0,2.7,1.6,1.0,0.0,180.4,488.2,778.6,0.0,5.3
2015-11-02 03:00:00,1.0,1.2,2.6,0.9,0.0,180.7,486.9,771.0,0.0,4.7
2015-11-02 07:00:00,1.1,2.0,1.9,1.0,0.0,179.9,485.8,771.8,0.0,4.9
2015-11-02 11:00:00,1.0,2.0,1.5,1.0,0.0,180.1,479.7,752.4,0.0,4.5
2015-11-02 15:00:00,1.0,2.3,2.3,1.1,0.0,179.6,483.7,765.4,0.0,5.7
2015-11-02 19:00:00,1.0,2.1,2.2,1.2,0.0,180.7,484.9,770.1,0.0,5.5
2015-11-02 23:00:00,1.0,2.7,1.6,0.8,0.0,180.5,487.7,768.2,0.0,5.1
2015-11-03 03:00:00,1.0,1.9,1.8,0.8,0.0,179.7,486.7,793.5,0.0,4.5
2015-11-03 07:00:00,1.0,2.2,1.6,0.9,0.0,180.5,482.0,757.2,0.0,4.7
2015-11-03 11:00:00,1.1,2.5,2.5,1.0,0.0,180.8,489.9,761.2,0.0,6.0
2015-11-03 15:00:00,1.0,2.7,1.6,1.0,0.0,180.1,484.9,780.2,0.0,5.3
2015-11-03 19:00:00,1.0,2.6,2.2,1.1,0.0,181.1,486.6,735.8,0.0,5.9
2015-11-03 23:00:00,1.0,3.4,1.5,0.9,0.0,181.0,486.5,764.1,0.0,5.8
2015-11-04 03:00:00,1.0,2.2,2.0,0.9,0.0,180.2,484.6,767.5,0.0,5.1
2015-11-04 07:00:00,1.1,2.2,1.5,1.0,0.0,180.6,485.4,750.6,0.0,4.7
2015-11-04 11:00:00,1.1,2.5,1.8,1.0,0.0,181.6,493.2,733.8,0.0,5.3
2015-11-04 15:00:00,1.1,2.6,1.7,1.1,0.0,181.1,489.6,774.9,0.0,5.4
2015-11-04 19:00:00,1.1,2.7,1.4,1.1,0.0,184.4,489.7,743.0,0.0,5.2
2015-11-04 23:00:00,1.1,2.4,1.5,1.2,0.0,181.1,489.1,751.2,0.0,5.1
2015-11-05 03:00:00,1.1,3.3,1.3,0.9,0.0,181.7,496.2,778.3,0.0,5.5
2015-11-05 07:00:00,1.1,2.0,1.5,1.1,0.0,180.3,490.9,767.9,0.0,4.6
2015-11-05 11:00:00,1.1,3.1,1.0,1.1,0.0,180.8,489.7,757.7,0.0,5.2
2015-11-05 15:00:00,1.2,2.5,1.7,0.9,0.0,181.5,491.7,794.9,0.0,5.1
2015-11-05 19:00:00,1.1,2.4,1.9,0.9,0.0,181.4,489.8,759.9,0.0,5.2
2015-11-05 23:00:00,1.0,3.4,1.4,1.1,0.0,181.8,493.9,777.2,0.0,5.9
2015-11-06 03:00:00,1.0,2.2,2.0,1.0,0.0,181.4,485.8,744.4,0.0,5.2
2015-11-06 07:00:00,1.0,2.9,1.3,1.0,0.0,180.8,477.9,761.8,0.0,5.2
2015-11-06 11:00:00,1.0,2.4,1.5,1.0,0.0,180.7,479.7,775.6,0.0,4.9
2015-11-06 15:00:00,1.0,2.6,1.3,0.8,0.0,180.9,477.8,796.7,0.0,4.7
2015-11-06 19:00:00,1.0,2.4,1.4,0.5,0.0,180.6,476.2,759.7,0.0,4.3
2015-11-06 23:00:00,1.0,3.2,1.2,0.4,0.0,180.3,476.2,791.7,0.0,4.8
2015-11-07 03:00:00,1.0,1.9,1.9,1.1,0.0,180.6,469.6,770.2,0.0,4.9
2015-11-07 07:00:00,1.1,3.0,1.2,1.1,0.0,180.5,471.6,769.6,0.0,5.3
2015-11-07 11:00:00,1.1,2.1,1.7,0.9,0.0,180.4,471.5,793.0,0.0,4.7
2015-11-07 15:00:00,1.0,2.5,1.5,0.9,0.0,180.5,470.9,758.6,0.0,4.9
2015-11-07 19:00:00,1.0,2.0,2.5,1.0,0.0,180.3,469.1,785.3,0.0,5.5
2015-11-07 23:00:00,1.0,2.5,1.5,0.9,0.0,180.1,471.0,767.2,0.0,4.9
2015-11-08 03:00:00,1.0,2.3,1.6,1.0,0.0,180.6,472.0,795.6,0.0,4.9
2015-11-08 07:00:00,1.0,2.3,1.7,1.0,0.0,179.7,464.5,787.1,0.0,5.0
2015-11-08 11:00:00,1.0,1.9,2.2,1.0,0.0,179.5,470.1,748.3,0.0,5.1
