Ê±¼ä,H2,CH4,C2H6,C2H4,C2H2,CO,CO2,O2,N2,×ÜÌþ
2015-10-28 03:48:38,3.6,0.0,0.0,0.3,0.0,237.7,609.3,1090.7,,0.3
2015-10-28 15:48:38,3.6,0.0,0.0,0.3,0.0,237.7,609.3,1090.7,,0.3
2015-10-29 03:48:28,3.5,0.0,0.0,0.5,0.0,237.5,610.7,1099.3,,0.5
2015-10-29 11:48:18,3.5,0.0,0.0,0.5,0.0,236.6,607.6,1094.2,,0.5
2015-10-29 15:48:18,4.8,0.0,0.0,0.4,0.0,238.3,605.5,1093.3,,0.4
2015-10-29 19:48:30,3.9,0.0,0.0,0.5,0.9,238.5,610.2,1098.7,,1.4
2015-10-29 23:48:23,3.6,0.0,0.0,0.4,0.7,236.8,605.0,1090.2,,1.1
2015-10-30 03:48:19,3.7,0.0,0.0,0.3,0.2,238.2,609.0,1102.9,,0.5
2015-10-30 11:48:30,3.9,0.0,0.0,0.6,0.7,237.6,605.0,1098.7,,1.3
2015-10-30 15:48:24,3.3,0.0,0.0,0.4,0.0,234.4,596.9,1082.3,,0.4
2015-10-30 19:48:22,4.2,0.0,0.0,0.5,0.0,236.3,602.6,1089.0,,0.5
2015-10-30 23:48:17,3.3,0.0,0.0,0.4,0.3,235.0,601.4,1089.4,,0.7
2015-10-31 03:48:12,2.8,0.0,0.0,0.3,0.3,238.1,602.6,1099.5,,0.6
2015-10-31 07:48:24,4.1,0.0,0.0,0.5,0.0,237.5,602.8,1100.1,,0.5
2015-10-31 15:48:24,3.3,0.0,0.0,0.4,0.0,235.8,594.9,1089.5,,0.4
2015-10-31 19:48:23,3.1,0.0,0.0,0.3,0.0,237.8,602.7,1099.1,,0.3
2015-10-31 23:48:18,2.9,0.0,1.1,0.0,0.0,236.9,599.2,1096.0,,1.1
2015-11-01 07:48:12,3.3,0.0,0.0,0.4,0.0,237.1,595.6,1096.2,,0.4
2015-11-01 15:48:23,3.4,0.0,0.0,0.3,0.6,236.4,597.4,1090.9,,0.9
2015-11-02 07:48:20,3.5,0.0,0.0,0.4,0.0,238.8,599.8,1101.5,,0.4
2015-11-02 11:48:11,3.2,0.0,0.0,0.4,0.5,236.1,597.0,1095.9,,0.9
2015-11-02 15:48:10,3.2,0.0,0.0,0.2,0.2,237.0,598.8,1095.5,,0.4
2015-11-02 19:48:10,3.2,0.0,0.0,0.4,0.0,236.1,599.9,1091.2,,0.4
2015-11-02 23:48:09,4.0,0.0,1.2,0.0,0.0,234.7,597.7,1088.0,,1.2
2015-11-03 03:48:09,3.5,0.0,0.0,0.3,0.0,236.4,600.3,1098.8,,0.3
2015-11-03 07:48:02,3.1,0.0,0.0,0.4,0.3,236.5,596.2,1094.7,,0.7
2015-11-03 11:48:13,4.0,0.0,0.0,0.5,0.5,238.6,600.9,1100.0,,1.0
2015-11-03 19:48:07,3.2,0.0,0.0,0.4,0.0,237.2,601.4,1095.2,,0.4
2015-11-03 23:48:03,3.6,0.0,0.0,0.4,0.0,240.0,603.5,1103.2,,0.4
2015-11-04 03:48:01,3.1,0.0,0.0,0.3,0.7,237.9,601.1,1098.8,,1.0
2015-11-04 11:48:13,3.7,0.0,0.0,0.2,0.0,238.5,599.4,1097.1,,0.2
2015-11-04 15:47:54,3.5,0.6,0.0,0.0,0.0,235.6,595.7,1085.7,,0.6
2015-11-04 23:48:01,4.5,0.0,0.0,0.5,0.3,236.0,600.1,1090.8,,0.8
2015-11-05 03:48:00,3.5,0.0,0.0,0.5,0.4,237.6,602.2,1098.6,,0.9
2015-11-05 19:47:59,4.0,0.0,0.0,0.5,0.0,238.9,602.9,1105.0,,0.5
2015-11-06 03:47:54,3.5,0.0,0.0,0.4,0.0,240.1,603.5,1111.8,,0.4
2015-11-06 07:47:54,3.9,0.0,0.0,0.7,0.0,240.8,602.9,1115.2,,0.7
2015-11-06 15:47:53,3.3,0.0,0.0,0.2,0.3,241.2,601.7,1119.8,,0.5
2015-11-06 23:47:51,4.1,0.0,0.0,0.6,0.6,242.6,601.6,1124.0,,1.2
2015-11-07 03:47:51,3.0,0.0,0.7,0.0,0.0,241.0,597.2,1116.3,,0.7
2015-11-07 07:47:48,2.8,0.0,0.0,0.5,0.0,241.0,595.0,1116.3,,0.5
2015-11-07 15:47:52,3.4,0.0,0.0,0.3,0.0,240.3,594.1,1111.3,,0.3
2015-11-08 03:47:59,2.7,0.0,0.0,0.2,0.0,240.7,593.0,1113.1,,0.2
2015-11-08 11:47:43,4.3,0.0,0.8,0.0,0.6,239.3,591.8,1111.6,,1.4
2015-11-08 15:47:52,3.3,0.0,0.0,0.6,0.6,238.8,588.3,1107.1,,1.2
2015-11-08 19:47:50,3.9,0.0,0.0,0.3,0.8,238.0,590.7,1107.2,,1.1
2015-11-08 23:47:49,2.8,0.0,0.0,0.3,0.3,239.9,590.8,1111.9,,0.6
2015-11-09 03:47:51,3.7,0.0,0.0,0.3,0.7,237.1,584.6,1100.6,,1.0
2015-11-09 07:47:45,3.3,0.0,0.0,0.9,0.0,240.9,591.9,1112.9,,0.9
2015-11-09 19:47:42,4.1,0.0,0.0,0.8,0.0,239.7,590.7,1107.2,,0.8
